Source,Timestamp,TEAM_ID,MISSION_TIME,TIME_STAMP,PACKET_NO,ALTITUDE,PRESSURE,TEMP,BATTERY_VOLTAGE,GPS_TIME,GPS_LAT,GPS_LON,GPS_ALT,GPS_SATS,AX,AY,AZ,GXS,GYS,GZS,FLIGHTSOFTWARE_STATUS,SURFACE_TEMP,SMOKE,CARBON_DIOXIDE,AMMONIA,METHANE,CARBON_MONOXIDE,PITCH,ROLL,YAW
cansat,2025-10-30T02:12:26.871Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2042,-1.4,1005.02,22.75,6.88,,,,,,0.01,0.01,-0.01,,,,,,,572.21,59.45,,,0.12,-10.6,101.49
cansat,2025-10-30T02:12:27.948Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2043,548.47,1004.95,22.74,6.89,,,,,,-4.02,-0.4,-0.01,,,,,,,572.21,59.45,,,-11.1,12,-115.91
cansat,2025-10-30T02:12:28.969Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2044,548.47,1004.95,22.74,6.89,,,,,,-4.02,-0.4,-0.01,,,,,,,571.89,59.34,,,-11.1,12,-115.91
cansat,2025-10-30T02:12:30.968Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2045,548.47,1004.95,22.74,6.89,,,,,,-4.02,-0.4,-86.54,,,,,,,571.89,59.34,,,-11.1,12,-115.91
cansat,2025-10-30T02:12:32.002Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2046,548.47,1004.95,22.74,6.89,,,,,,-4.02,-0.4,-86.54,,,,,,,571.89,59.34,,,-11.1,12,-115.91
cansat,2025-10-30T02:12:33.206Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2047,548.47,1004.95,22.74,6.89,,,,,,-4.02,-0.4,-86.54,,,,,,,571.89,59.34,,,-11.1,12,-115.91
cansat,2025-10-30T02:12:34.338Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2048,720.1,940.98,22.33,6.89,,,,,,-4.02,-0.4,-86.54,69.49,45.77,-169.98,,,,571.89,59.34,,,-7.19,13.04,-94.56
cansat,2025-10-30T02:12:35.275Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2049,720.1,940.98,22.33,6.89,,,,,,-4.02,-0.4,-86.54,69.49,45.77,-169.98,,,,572.21,59.45,,,-7.19,13.04,-94.56
cansat,2025-10-30T02:12:37.317Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2050,720.1,940.98,22.33,6.89,,,,,,-4.02,-0.4,-27.12,69.49,45.77,-169.98,-1,,,572.21,59.45,,,-7.19,13.04,-94.56
cansat,2025-10-30T02:12:38.325Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2051,720.1,940.98,22.33,6.89,,,,,,-4.02,-0.4,-27.12,69.49,45.77,-169.98,1,,,572.21,59.45,,,-7.19,13.04,-94.56
cansat,2025-10-30T02:12:39.538Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2052,720.1,940.98,22.33,6.89,,,,,,-4.02,-0.4,-27.12,69.49,45.77,-169.98,1,,,572.21,59.45,,,-7.19,13.04,-94.56
cansat,2025-10-30T02:12:40.587Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2053,604.09,922.09,21.97,6.88,,,,,,-4.02,-0.4,-27.12,-180.62,-48.79,-15.22,1,,,572.21,59.45,,,108.49,63.08,-110.53
cansat,2025-10-30T02:12:41.628Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2054,604.09,922.09,21.97,6.88,,,,,,-4.02,-0.4,-27.12,-180.62,-48.79,-15.22,1,,,572.21,59.45,,,108.49,63.08,-110.53
cansat,2025-10-30T02:12:43.676Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2055,604.09,922.09,21.97,6.88,,,,,,-4.02,-0.4,18.33,-180.62,-48.79,-15.22,-1,,,572.21,59.45,,,108.49,63.08,-110.53
cansat,2025-10-30T02:12:44.648Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2056,604.09,922.09,21.97,6.88,,,,,,-4.02,-0.4,18.33,-180.62,-48.79,-15.22,1,,,572.21,59.45,,,108.49,63.08,-110.53
cansat,2025-10-30T02:12:45.864Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2057,604.09,922.09,21.97,6.88,,,,,,-4.02,-0.4,18.33,-180.62,-48.79,-15.22,1,,,572.21,59.45,,,108.49,63.08,-110.53
cansat,2025-10-30T02:12:46.925Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2058,482.17,935.23,21.79,6.89,,,,,,-0.4,-0.94,18.33,-334.82,77.66,-107.21,1,,,572.21,59.45,,,130.5,55.67,-145.09
cansat,2025-10-30T02:12:47.941Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2059,482.17,935.23,21.79,6.89,,,,,,-0.4,-0.94,18.33,-334.82,77.66,-107.21,1,,,572.21,59.45,,,130.5,55.67,-145.09
cansat,2025-10-30T02:12:49.970Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2060,482.17,935.23,21.79,6.89,,,,,,-0.4,-0.94,19.27,-334.82,77.66,-107.21,-4,,,572.21,59.45,,,130.5,55.67,-145.09
cansat,2025-10-30T02:12:50.970Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2061,482.17,935.23,21.79,6.89,,,,,,-0.4,-0.94,19.27,-334.82,77.66,-107.21,4,,,572.21,59.45,,,130.5,55.67,-145.09
cansat,2025-10-30T02:12:52.194Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2062,482.17,935.23,21.79,6.89,,,,,,-0.4,-0.94,19.27,-334.82,77.66,-107.21,4,,,572.21,59.45,,,130.5,55.67,-145.09
cansat,2025-10-30T02:12:53.255Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2063,361.09,948.81,21.76,6.89,,,,,,-0.4,-0.94,19.27,-334.82,77.66,-107.21,4,,,572.21,59.45,,,130.01,46.51,153.52
cansat,2025-10-30T02:12:54.266Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2064,361.09,948.81,21.76,6.89,,,,,,-0.4,-0.94,19.27,-334.82,77.66,-107.21,4,,,571.89,59.34,,,130.01,46.51,153.52
cansat,2025-10-30T02:12:56.286Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2065,361.09,948.81,21.76,6.89,,,,,,-0.4,-0.94,19.12,-334.82,77.66,-107.21,-4,,,571.89,59.34,,,130.01,46.51,153.52
cansat,2025-10-30T02:12:57.305Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2066,361.09,948.81,21.76,6.89,,,,,,-0.4,-0.94,19.12,-334.82,77.66,-107.21,4,,,571.89,59.34,,,130.01,46.51,153.52
cansat,2025-10-30T02:12:58.541Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2067,361.09,948.81,21.76,6.89,,,,,,-0.4,-0.94,19.12,-334.82,77.66,-107.21,4,,,571.89,59.34,,,130.01,46.51,153.52
cansat,2025-10-30T02:12:59.584Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2068,240.59,962.77,21.86,6.89,,,,,,-0.4,-0.94,19.12,-322.62,62,-141.11,4,,,571.89,59.34,,,114.46,53.71,162.21
cansat,2025-10-30T02:13:00.617Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2069,240.59,962.77,21.86,6.89,,,,,,-0.4,-0.94,19.12,-322.62,62,-141.11,4,,,571.89,59.34,,,114.46,53.71,162.21
cansat,2025-10-30T02:13:02.652Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2070,240.59,962.77,21.86,6.89,,,,,,-0.4,-0.94,19.04,-322.62,62,-141.11,-4,,,571.89,59.34,,,114.46,53.71,162.21
cansat,2025-10-30T02:13:03.632Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2071,240.59,962.77,21.86,6.89,,,,,,-0.4,-0.94,19.04,-322.62,62,-141.11,4,,,571.89,59.34,,,114.46,53.71,162.21
cansat,2025-10-30T02:13:04.846Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2072,240.59,962.77,21.86,6.89,,,,,,-0.4,-0.94,19.04,-322.62,62,-141.11,4,,,571.89,59.34,,,114.46,53.71,162.21
cansat,2025-10-30T02:13:05.908Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2073,118.75,976.5,22.02,6.89,,,,,,-4.37,0.95,19.04,-287.93,94.67,-145.25,4,,,571.89,59.34,,,114.46,53.71,162.21
cansat,2025-10-30T02:13:06.966Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2074,118.75,976.5,22.02,6.89,,,,,,-4.37,0.95,19.04,-287.93,94.67,-145.25,4,,,572.21,59.45,,,114.46,53.71,162.21
cansat,2025-10-30T02:13:08.958Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2075,118.75,976.5,22.02,6.89,,,,,,-4.37,0.95,19.25,-287.93,94.67,-145.25,-4,,,572.21,59.45,,,114.46,53.71,162.21
cansat,2025-10-30T02:13:09.960Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,2076,118.75,976.5,22.02,6.89,,,,,,-4.37,0.95,19.25,-287.93,94.67,-145.25,4,,,572.21,59.45,,,114.46,53.71,162.21
