Source,Timestamp,TEAM_ID,MISSION_TIME,TIME_STAMP,PACKET_NO,ALTITUDE,PRESSURE,TEMP,BATTERY_VOLTAGE,GPS_TIME,GPS_LAT,GPS_LON,GPS_ALT,GPS_SATS,AX,AY,AZ,GXS,GYS,GZS,FLIGHTSOFTWARE_STATUS,SURFACE_TEMP,SMOKE,CARBON_DIOXIDE,AMMONIA,METHANE,CARBON_MONOXIDE,PITCH,ROLL,YAW
cansat,2025-10-30T01:37:36.393Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,396,-121.55,1004.86,22.48,6.9,,,,,,-0.03,-0.06,0.01,0.22,0.11,,,,,572.21,59.45,,,-91.2,-72.96,-171.28
cansat,2025-10-30T01:37:37.630Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,397,-121.55,1004.86,22.48,6.9,,,,,,-0.03,-0.06,0.01,0.22,0.11,,,,,572.21,59.45,,,-91.2,-72.96,-171.28
cansat,2025-10-30T01:37:38.670Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,398,-120.99,1004.83,22.49,6.9,,,,,,-0.03,-0.06,0.01,0.11,0.11,-0.56,,,,572.21,59.45,,,-91.22,-73,-171.27
cansat,2025-10-30T01:37:39.688Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,399,-120.99,1004.83,22.49,6.9,,,,,,-0.03,-0.06,0.01,0.11,0.11,-0.56,,,,572.21,59.45,,,-91.22,-73,-171.27
cansat,2025-10-30T01:37:41.703Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,400,-120.99,1004.83,22.49,6.9,,,,,,-0.03,-0.06,-0.09,0.11,0.11,-0.56,,,,572.21,59.45,,,-91.22,-73,-171.27
cansat,2025-10-30T01:37:42.721Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,401,-120.99,1004.83,22.49,6.9,,,,,,-0.03,-0.06,-0.09,0.11,0.11,-0.56,,,,572.21,59.45,,,-91.22,-73,-171.27
cansat,2025-10-30T01:37:43.937Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,402,-120.99,1004.83,22.49,6.9,,,,,,-0.03,-0.06,-0.09,0.11,0.11,-0.56,,,,572.21,59.45,,,-91.22,-73,-171.27
cansat,2025-10-30T01:37:44.998Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,403,-121.37,1004.86,22.48,6.9,,,,,,-0.03,-0.06,-0.09,0.22,0.22,-0.9,,,,572.21,59.45,,,-91.39,-73.12,-171.11
cansat,2025-10-30T01:37:46.015Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,404,-121.37,1004.86,22.48,6.9,,,,,,-0.03,-0.06,-0.09,0.22,0.22,-0.9,,,,572.21,59.45,,,-91.39,-73.12,-171.11
cansat,2025-10-30T01:37:48.032Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,405,-121.37,1004.86,22.48,6.9,,,,,,-0.03,-0.06,0.06,0.22,0.22,-0.9,,,,572.21,59.45,,,-91.39,-73.12,-171.11
cansat,2025-10-30T01:37:49.048Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,406,-121.37,1004.86,22.48,6.9,,,,,,-0.03,-0.06,0.06,0.22,0.22,-0.9,,,,572.21,59.45,,,-91.39,-73.12,-171.11
cansat,2025-10-30T01:37:50.265Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,407,-121.37,1004.86,22.48,6.9,,,,,,-0.03,-0.06,0.06,0.22,0.22,-0.9,,,,572.21,59.45,,,-91.39,-73.12,-171.11
cansat,2025-10-30T01:37:51.327Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,408,-121.08,1004.88,22.48,6.9,,,,,,-0.03,-0.06,0.06,,,,,,,572.21,59.45,,,-91.31,-73.06,-171.18
cansat,2025-10-30T01:37:52.373Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,409,-121.08,1004.88,22.48,6.9,,,,,,-0.03,-0.06,0.06,,,,,,,572.21,59.45,,,-91.31,-73.06,-171.18
cansat,2025-10-30T01:37:54.367Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,410,-121.08,1004.88,22.48,6.9,,,,,,-0.03,-0.06,-0.04,,,,,,,572.21,59.45,,,-91.31,-73.06,-171.18
cansat,2025-10-30T01:37:55.377Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,411,-121.08,1004.88,22.48,6.9,,,,,,-0.03,-0.06,-0.04,,,,,,,572.21,59.45,,,-91.31,-73.06,-171.18
cansat,2025-10-30T01:37:56.596Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,412,-121.08,1004.88,22.48,6.9,,,,,,-0.03,-0.06,-0.04,,,,,,,572.21,59.45,,,-91.31,-73.06,-171.18
cansat,2025-10-30T01:37:57.654Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,413,-121.37,1004.87,22.47,6.9,,,,,,-0.03,-0.06,-0.04,-0.22,,0.34,,,,572.21,59.45,,,-91.32,-73.08,-171.18
cansat,2025-10-30T01:37:58.670Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,414,-121.37,1004.87,22.47,6.9,,,,,,-0.03,-0.06,-0.04,-0.22,,0.34,,,,572.21,59.45,,,-91.32,-73.08,-171.18
cansat,2025-10-30T01:38:00.687Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,415,-121.37,1004.87,22.47,6.9,,,,,,-0.03,-0.06,0.04,-0.22,,0.34,,,,572.21,59.45,,,-91.32,-73.08,-171.18
cansat,2025-10-30T01:38:01.703Z,2024-ASI-ROCKET-036,,2000-01-01 00:00:00,416,-121.37,1004.87,22.47,6.9,,,,,,-0.03,-0.06,0.04,-0.22,,0.34,,,,572.21,59.45,,,-91.32,-73.08,-171.18
