Source,Timestamp,TEAM_ID,MISSION_TIME,PACKET_NO,ALTITUDE,PRESSURE,TEMP,BATTERY_VOLTAGE,GPS_TIME,GPS_LAT,GPS_LON,GPS_ALT,GPS_SATS,AX,AY,AZ,GXS,GYS,GZS,FLIGHTSOFTWARE_STATUS,SURFACE_TEMP,SMOKE,CARBON_DIOXIDE,AMMONIA,METHANE,CARBON_MONOXIDE,PITCH,ROLL,YAW
rocket,2025-10-29T22:00:38.114Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,60,-92.68,1001.51,25.21,6.91,,,,,,0.01,-0.04,-0.12,-0.45,0.11,0.67,,,,59.45,572.21,,,-158.39,-39.03,-50.45
rocket,2025-10-29T22:00:39.132Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,61,-92.68,1001.51,25.21,6.91,,,,,,0.01,-0.04,-0.12,-0.45,0.11,0.67,,,,59.45,572.21,,,-158.39,-39.03,-50.45
rocket,2025-10-29T22:00:40.370Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,62,-92.68,1001.51,25.21,6.91,,,,,,0.01,-0.04,-0.12,-0.45,0.11,0.67,,,,59.45,572.21,,,-158.39,-39.03,-50.45
rocket,2025-10-29T22:00:41.411Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,63,-93.72,1001.5,25.21,6.91,,,,,,-0.12,0.09,-0.12,-0.45,-0.34,-0.56,,,,59.45,572.21,,,164.91,14,-8.33
rocket,2025-10-29T22:00:42.427Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,64,-93.72,1001.5,25.21,6.91,,,,,,-0.12,0.09,-0.12,-0.45,-0.34,-0.56,,,,59.34,571.89,,,164.91,14,-8.33
rocket,2025-10-29T22:00:44.442Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,65,-93.72,1001.5,25.21,6.91,,,,,,-0.12,0.09,0.16,-0.45,-0.34,-0.56,,,,59.34,571.89,,,164.91,14,-8.33
rocket,2025-10-29T22:00:45.458Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,66,-93.72,1001.5,25.21,6.91,,,,,,-0.12,0.09,0.16,-0.45,-0.34,-0.56,,,,59.34,571.89,,,164.91,14,-8.33
rocket,2025-10-29T22:00:46.675Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,67,-93.72,1001.5,25.21,6.91,,,,,,-0.12,0.09,0.16,-0.45,-0.34,-0.56,,,,59.34,571.89,,,164.91,14,-8.33
rocket,2025-10-29T22:00:47.811Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,68,-93.34,1001.55,25.21,6.91,,,,,,0.24,-0.09,0.16,-1.57,5.82,3.02,,,,59.34,571.89,,,-178.55,-18.92,-12.28
rocket,2025-10-29T22:00:48.843Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,69,-93.34,1001.55,25.21,6.91,,,,,,0.24,-0.09,0.16,-1.57,5.82,3.02,,,,59.23,571.58,,,-178.55,-18.92,-12.28
rocket,2025-10-29T22:00:50.825Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,70,-93.34,1001.55,25.21,6.91,,,,,,0.24,-0.09,-0.06,-1.57,5.82,3.02,,,,59.23,571.58,,,-178.55,-18.92,-12.28
rocket,2025-10-29T22:00:51.842Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,71,-93.34,1001.55,25.21,6.91,,,,,,0.24,-0.09,-0.06,-1.57,5.82,3.02,,,,59.23,571.58,,,-178.55,-18.92,-12.28
rocket,2025-10-29T22:00:53.060Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,72,-93.34,1001.55,25.21,6.91,,,,,,0.24,-0.09,-0.06,-1.57,5.82,3.02,,,,59.23,571.58,,,-178.55,-18.92,-12.28
rocket,2025-10-29T22:00:54.152Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,73,-93.25,1001.53,25.21,6.91,,,,,,0.03,0.18,-0.06,-1.57,5.82,3.02,,,,59.23,571.58,,,-169.25,-22.39,-29.2
rocket,2025-10-29T22:00:55.170Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,74,-93.25,1001.53,25.21,6.91,,,,,,0.03,0.18,-0.06,-1.57,5.82,3.02,,,,59.12,571.27,,,-169.25,-22.39,-29.2
rocket,2025-10-29T22:00:57.185Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,75,-93.25,1001.53,25.21,6.91,,,,,,0.03,0.18,-0.01,-1.57,5.82,3.02,,,,59.12,571.27,,,-169.25,-22.39,-29.2
rocket,2025-10-29T22:00:58.230Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,76,-93.25,1001.53,25.21,6.91,,,,,,0.03,0.18,-0.01,-1.57,5.82,3.02,,,,59.12,571.27,,,-169.25,-22.39,-29.2
rocket,2025-10-29T22:00:59.428Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,77,-93.25,1001.53,25.21,6.91,,,,,,0.03,0.18,-0.01,-1.57,5.82,3.02,,,,59.12,571.27,,,-169.25,-22.39,-29.2
rocket,2025-10-29T22:01:00.540Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,78,-93.06,1001.52,25.2,6.91,,,,,,0.04,0.04,-0.01,-1.57,5.82,3.02,,,,59.12,571.27,,,-171.05,-20.75,-28.11
rocket,2025-10-29T22:01:01.557Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,79,-93.06,1001.52,25.2,6.91,,,,,,0.04,0.04,-0.01,-1.57,5.82,3.02,,,,59.01,570.95,,,-171.05,-20.75,-28.11
rocket,2025-10-29T22:01:03.595Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,80,-93.06,1001.52,25.2,6.91,,,,,,0.04,0.04,-0.03,-1.57,5.82,3.02,,,,59.01,570.95,,,-171.05,-20.75,-28.11
rocket,2025-10-29T22:01:04.587Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,81,-93.06,1001.52,25.2,6.91,,,,,,0.04,0.04,-0.03,-1.57,5.82,3.02,,,,59.01,570.95,,,-171.05,-20.75,-28.11
rocket,2025-10-29T22:01:05.811Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,82,-93.06,1001.52,25.2,6.91,,,,,,0.04,0.04,-0.03,-1.57,5.82,3.02,,,,59.01,570.95,,,-171.05,-20.75,-28.11
rocket,2025-10-29T22:01:06.904Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,83,-93.63,1001.5,25.21,6.92,,,,,,0.02,0.01,-0.03,-0.11,-0.22,-0.34,,,,59.01,570.95,,,-170.4,-21.24,-28.27
rocket,2025-10-29T22:01:07.936Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,84,-93.63,1001.5,25.21,6.92,,,,,,0.02,0.01,-0.03,-0.11,-0.22,-0.34,,,,59.23,571.58,,,-170.4,-21.24,-28.27
rocket,2025-10-29T22:01:09.956Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,85,-93.63,1001.5,25.21,6.92,,,,,,0.02,0.01,0.09,-0.11,-0.22,-0.34,,,,59.23,571.58,,,-170.4,-21.24,-28.27
rocket,2025-10-29T22:01:10.952Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,86,-93.63,1001.5,25.21,6.92,,,,,,0.02,0.01,0.09,-0.11,-0.22,-0.34,,,,59.23,571.58,,,-170.4,-21.24,-28.27
rocket,2025-10-29T22:01:12.170Z,2024-ASI-ROCKET-036,2000-01-01 00:00:00,87,-93.63,1001.5,25.21,6.92,,,,,,0.02,0.01,0.09,-0.11,-0.22,-0.34,,,,59.23,571.58,,,-170.4,-21.24,-28.27
